x,y,neg,neu,pos,compound,episode,line
katara,sokka,0.0,1.0,0.0,0.0,32,"It's called a baby and I helped her deliver plenty of those, too. Aang, get some rags. Sokka, water. Toph, I need you to make an earth tent, a big one. [Toph earthbends the rock to form a tent.] Suki, come with me."
katara,suki,0.0,1.0,0.0,0.0,32,"It's called a baby and I helped her deliver plenty of those, too. Aang, get some rags. Sokka, water. Toph, I need you to make an earth tent, a big one. [Toph earthbends the rock to form a tent.] Suki, come with me."
katara,toph,0.0,1.0,0.0,0.0,32,"It's called a baby and I helped her deliver plenty of those, too. Aang, get some rags. Sokka, water. Toph, I need you to make an earth tent, a big one. [Toph earthbends the rock to form a tent.] Suki, come with me."
katara,sokka,0.0,0.744,0.256,0.784,32,"You're doing great, Ying. Sokka, where's that water? Now get ready to push. One ... two ... [Sokka enters.] ... three, push!"
katara,ying,0.0,0.744,0.256,0.784,32,"You're doing great, Ying. Sokka, where's that water? Now get ready to push. One ... two ... [Sokka enters.] ... three, push!"
katara,aang,0.0,1.0,0.0,0.0,32,"Aang, you have to come see this."
aang,appa,0.0,0.751,0.249,0.9354,32,"I thought I was trying to be strong. But really I was just running away from my feelings. Seeing this family together, so full of happiness and love, it's reminded me how I feel about Appa ... and how I feel about you."
aang,appa,0.0,0.874,0.126,0.3182,32,"I promise, I'll find Appa as fast as I can. I just really need to do this."
katara,aang,0.0,1.0,0.0,0.0,32,"You'll find him, Aang."
aang,katara,0.0,0.75,0.25,0.6124,32,"I know. Thank you, Katara. You ready, Momo? [Aang and Momo fly off. The rest wave goodbye.]"
aang,momo,0.0,0.75,0.25,0.6124,32,"I know. Thank you, Katara. You ready, Momo? [Aang and Momo fly off. The rest wave goodbye.]"
suki,sokka,0.0,0.646,0.354,0.659,32,"Sokka, it's been really great to see you again."
suki,kyoshi,0.0,0.874,0.126,0.4118,32,I came along because I wanted to make sure you got through the Serpent's Pass safely. But now I need to get back to the other Kyoshi Warriors.
aang,appa,0.157,0.843,0.0,-0.0772,32,"Sorry Momo, Appa's going to have to wait."
aang,momo,0.157,0.843,0.0,-0.0772,32,"Sorry Momo, Appa's going to have to wait."
azula,lee,0.062,0.706,0.232,0.7745,33,"Oh, I'm sure it is, War Minister Qin, but just to be on the safe side ... [Sharply while looking at the two girls.] Mai and Ty Lee, take the earthbenders out!"
azula,mai,0.062,0.706,0.232,0.7745,33,"Oh, I'm sure it is, War Minister Qin, but just to be on the safe side ... [Sharply while looking at the two girls.] Mai and Ty Lee, take the earthbenders out!"
azula,qin,0.062,0.706,0.232,0.7745,33,"Oh, I'm sure it is, War Minister Qin, but just to be on the safe side ... [Sharply while looking at the two girls.] Mai and Ty Lee, take the earthbenders out!"
azula,ty lee,0.062,0.706,0.232,0.7745,33,"Oh, I'm sure it is, War Minister Qin, but just to be on the safe side ... [Sharply while looking at the two girls.] Mai and Ty Lee, take the earthbenders out!"
katara,aang,0.0,0.872,0.128,0.2263,33,"[Surprised.] Aang, what are you doing here? I thought you were looking for Appa."
katara,appa,0.0,0.872,0.128,0.2263,33,"[Surprised.] Aang, what are you doing here? I thought you were looking for Appa."
sokka,appa,0.0,1.0,0.0,0.0,33,Now what's so big that Appa has to wait?
aang,aang,0.0,1.0,0.0,0.0,33,I'm the Avatar. Take me to whoever is in charge.
general sung,aang,0.0,0.617,0.383,0.8381,33,"[Happily.] It is an honor to welcome you to the Outer Wall, young Avatar, but your help is not needed."
toph,iroh,0.0,1.0,0.0,0.0,33,What about the Dragon of the West? He got in.
toph,aang,0.0,0.49,0.51,0.6369,33,Maybe you'd like the Avatar's help now?
aang,sokka,0.0,1.0,0.0,0.0,33,You're the idea guy.
iroh,iroh,0.0,1.0,0.0,0.0,33,It's pronounced Mushi.
jet,lee,0.0,0.603,0.397,0.8807,33,"I think Lee would make a good Freedom Fighter. He's just trying to find his way in the world, like us."
smellerbee,jet,0.0,1.0,0.0,0.0,33,"You don't know anything about him, Jet."
jet,lee,0.052,0.655,0.293,0.7579,33,"We are, and the new Freedom Fighters could use a guy like Lee. What do you think, Longshot?"
jet,longshot,0.052,0.655,0.293,0.7579,33,"We are, and the new Freedom Fighters could use a guy like Lee. What do you think, Longshot?"
katara,lee,0.108,0.701,0.191,0.2446,33,"[Eyes widen in realization.] Ty Lee. She doesn't look dangerous, but she knows the human body and its weak points. It's like she takes you down from the inside."
katara,ty lee,0.108,0.701,0.191,0.2446,33,"[Eyes widen in realization.] Ty Lee. She doesn't look dangerous, but she knows the human body and its weak points. It's like she takes you down from the inside."
sokka,lee,0.0,0.869,0.131,0.5386,33,What you just said! That's how we're going to take down the drill! The same way Ty Lee took down all those big earthbenders!
sokka,ty lee,0.0,0.869,0.131,0.5386,33,What you just said! That's how we're going to take down the drill! The same way Ty Lee took down all those big earthbenders!
sokka,toph,0.0,1.0,0.0,0.0,33,"Toph, come on!"
katara,aang,0.0,1.0,0.0,0.0,33,"[Crosses her arms.] What's this ""we"" stuff? Aang and I are going to have to do all the work."
sokka,aang,0.13,0.773,0.096,0.0,33,"[Turns and gestures to self.] Look, I'm the plan guy. You two [Makes rapid chop-chop gestures.] are the cut stuff up with waterbending guys. [Strikes a heroic pose.] Together, we're Team Avatar!"
sokka,sokka,0.13,0.773,0.096,0.0,33,"[Turns and gestures to self.] Look, I'm the plan guy. You two [Makes rapid chop-chop gestures.] are the cut stuff up with waterbending guys. [Strikes a heroic pose.] Together, we're Team Avatar!"
aang,sokka,0.096,0.86,0.044,-0.5553,33,"[Struck with realization.] Maybe we don't need to cut all the way through. Toph has been teaching me that you shouldn't give one hundred percent of your energy into any one strike. [Rises.] Sokka, take a fighting stance. You've got to be quick and accurate. Hit a series of points and break your opponent's stance. [Strikes Sokka several times.] And when he's reeling back, you deliver the final blow. [Hits him softly on the head.] His own weight becomes his downfall, literally."
aang,toph,0.096,0.86,0.044,-0.5553,33,"[Struck with realization.] Maybe we don't need to cut all the way through. Toph has been teaching me that you shouldn't give one hundred percent of your energy into any one strike. [Rises.] Sokka, take a fighting stance. You've got to be quick and accurate. Hit a series of points and break your opponent's stance. [Strikes Sokka several times.] And when he's reeling back, you deliver the final blow. [Hits him softly on the head.] His own weight becomes his downfall, literally."
toph,aang,0.166,0.834,0.0,-0.3802,33,"[Straining as the drill continues to push her back.] C'mon, Twinkle Toes, hurry up!"
sokka,aang,0.212,0.644,0.144,-0.3365,33,"Good work, Team Avatar! Now Aang just needs to ... [Glances up in horror.] duck!"
ty lee,aang,0.093,0.523,0.383,0.8997,33,"Wow, Azula, you were right! It is the Avatar! [Cut to a close-up of Ty Lee; she smiles flirtatiously at Sokka.] ... and friends."
ty lee,azula,0.093,0.523,0.383,0.8997,33,"Wow, Azula, you were right! It is the Avatar! [Cut to a close-up of Ty Lee; she smiles flirtatiously at Sokka.] ... and friends."
azula,aang,0.0,1.0,0.0,0.0,33,Follow them! The Avatar's mine!
ty lee,azula,0.0,1.0,0.0,0.0,33,C'mon! You heard Azula. We have to follow them!
sokka,aang,0.082,0.815,0.103,0.1511,33,"Katara, keep that up. The pressure will build up in the drill. Then when Aang delivers the final blow, it'll be ready to pop!"
sokka,katara,0.082,0.815,0.103,0.1511,33,"Katara, keep that up. The pressure will build up in the drill. Then when Aang delivers the final blow, it'll be ready to pop!"
aang,general sung,0.165,0.7,0.135,0.1007,33,"[Halting.] This looks like a good spot, Momo. [Looks up to find boulders being hurtled down the wall, nearly crushing him. Yelling.] General Sung, tell your soldiers to stop shooting rocks down here!"
aang,momo,0.165,0.7,0.135,0.1007,33,"[Halting.] This looks like a good spot, Momo. [Looks up to find boulders being hurtled down the wall, nearly crushing him. Yelling.] General Sung, tell your soldiers to stop shooting rocks down here!"
katara,toph,0.0,0.69,0.31,0.4019,33,"Toph, help me plug up this drain."
aang,momo,0.259,0.741,0.0,-0.4199,33,"[Assuming a fighting stance.] Momo, get out of here!"
aang,momo,0.0,0.919,0.081,0.4404,33,"Thanks, Momo. I owe you one. [Runs over to the wedge he sliced in the drill.] Now all I need ... [A boulder falls before him.] Actually, that is what I need for once."
smellerbee,jet,0.0,0.791,0.209,0.4404,33,"Jet, relax. So the old guy had some hot tea. Big deal."
sokka,aang,0.0,0.69,0.31,0.5411,33,"I just want to say, good effort out there today, Team Avatar!"
katara,aang,0.051,0.949,0.0,-0.0191,33,"[Unamused.] Enough with the Team Avatar stuff. No matter how many times you say it, it's not going to catch on."
sokka,aang,0.0,0.849,0.151,0.4926,33,"How about ... [Pulls out boomerang.] the Boomeraang Squad! See it's good because it's got ""Aang"" in it. Boomeraang."
sokka,aang,0.0,1.0,0.0,0.0,33,The Aang Gang?
katara,sokka,0.0,1.0,0.0,0.0,33,Sokka ...
katara,aang,0.0,0.714,0.286,0.3412,34,"[Sympathetically.] Don't worry Aang, we'll find Appa."
katara,appa,0.0,0.714,0.286,0.3412,34,"[Sympathetically.] Don't worry Aang, we'll find Appa."
sokka,appa,0.115,0.676,0.209,0.3397,34,[Somewhat optimistically.] He's a giant bison! Where could someone possibly hide him?
joo dee,aang,0.0,0.667,0.333,0.9515,34,"[Excited.] Hello, my name is Joo Dee! I have been given the great honor of showing the Avatar around Ba Sing Se. And you must be Sokka, Katara, and Toph! Welcome to our wonderful city. Shall we get started?"
joo dee,joo dee,0.0,0.667,0.333,0.9515,34,"[Excited.] Hello, my name is Joo Dee! I have been given the great honor of showing the Avatar around Ba Sing Se. And you must be Sokka, Katara, and Toph! Welcome to our wonderful city. Shall we get started?"
joo dee,katara,0.0,0.667,0.333,0.9515,34,"[Excited.] Hello, my name is Joo Dee! I have been given the great honor of showing the Avatar around Ba Sing Se. And you must be Sokka, Katara, and Toph! Welcome to our wonderful city. Shall we get started?"
joo dee,sokka,0.0,0.667,0.333,0.9515,34,"[Excited.] Hello, my name is Joo Dee! I have been given the great honor of showing the Avatar around Ba Sing Se. And you must be Sokka, Katara, and Toph! Welcome to our wonderful city. Shall we get started?"
joo dee,toph,0.0,0.667,0.333,0.9515,34,"[Excited.] Hello, my name is Joo Dee! I have been given the great honor of showing the Avatar around Ba Sing Se. And you must be Sokka, Katara, and Toph! Welcome to our wonderful city. Shall we get started?"
sokka,kuei,0.109,0.769,0.122,0.0772,34,"Yes. We have information about the Fire Nation army that we need to deliver to the Earth King, immediately."
smellerbee,jet,0.077,0.923,0.0,-0.4767,34,"Jet, you saw a man with a hot cup of tea. It doesn't prove he's a firebender. And what if he is, are we supposed to attack them‌? I thought we were starting over here, changing our ways."
sokka,kuei,0.164,0.795,0.041,-0.7712,34,"Yeah, we met a professor from the Ba Sing Se University. He took us to an ancient underground library where we discovered information about the war that is [Cut to inside carriage. Leaning toward Joo Dee, losing his patience.] absolutely crucial for the Earth King to hear!"
zuko,iroh,0.157,0.843,0.0,-0.3818,34,"[Iroh closely examines his cup. In an annoyed tone.] Uncle, that's what all tea is."
joo dee,kuei,0.0,1.0,0.0,0.0,34,"[Close-up view.] Oh no, one doesn't just pop in on the Earth King!"
joo dee,kuei,0.048,0.866,0.086,0.3973,34,"[Close-up view.] More good news! Your request for an audience with the Earth King is being processed, and should be put through in about month. [Cut to behind the gang looking down at Joo Dee.] Much more quickly than usual!"
sokka,kuei,0.061,0.845,0.093,0.2732,34,[Cut to view of entire room from the back.] I think we would enjoy it more if we weren't staying for so long. Can't we see the Earth King any sooner?
joo dee,kuei,0.044,0.9,0.056,0.126,34,"[Close-up view over Sokka's shoulder. Smiling.] The Earth King is very busy running the finest city in the world! [Close-up on Sokka, as an annoyed expression covers his face.] But he will see you as soon as time permits."
aang,appa,0.051,0.892,0.058,0.0772,34,"[Cut to Momo and Aang. Aang turns to look out the window determined.] If we're going to be here for a month, we should spend our time looking for Appa. [At the sound of Appa's name, Momo wakes up.]"
joo dee,appa,0.122,0.699,0.178,0.3818,34,"Well, I'm sorry no one has seen your bison. Why don't you go get some rest‌? [Smiling.] Someone will be over with dinner, later."
pong,aang,0.0,1.0,0.0,0.0,34,You're the Avatar! [Side-view of gang.] I heard you were in town. [Overhead view.] I'm Pong.
pong,pong,0.0,1.0,0.0,0.0,34,You're the Avatar! [Side-view of gang.] I heard you were in town. [Overhead view.] I'm Pong.
aang,pong,0.0,0.543,0.457,0.7096,34,"[Side-view of gang. Smiles.] Nice to meet you, Pong."
sokka,pong,0.308,0.692,0.0,-0.8402,34,"So, Pong, what's goin' on with this city? Why is everyone here so scared here to talk about the war?"
katara,kuei,0.0,1.0,0.0,0.0,34,I got it! I know how we're going to see the Earth King!
toph,kuei,0.0,1.0,0.0,0.0,34,"[Frontal view.] How are we supposed to do that? [Mimicking Joo Dee.] ""One doesn't just pop in on the Earth King!"""
aang,katara,0.0,0.919,0.081,0.4404,34,"Good evening, Mr. Sokka Water Tribe, Ms. Katara Water Tribe, Lord Momo of the Momo Dynasty. Your Momo-ness. [Frontal view of Momo as he peeks at Aang from under the carpet and slightly bows.]"
aang,momo,0.0,0.919,0.081,0.4404,34,"Good evening, Mr. Sokka Water Tribe, Ms. Katara Water Tribe, Lord Momo of the Momo Dynasty. Your Momo-ness. [Frontal view of Momo as he peeks at Aang from under the carpet and slightly bows.]"
aang,sokka,0.0,0.919,0.081,0.4404,34,"Good evening, Mr. Sokka Water Tribe, Ms. Katara Water Tribe, Lord Momo of the Momo Dynasty. Your Momo-ness. [Frontal view of Momo as he peeks at Aang from under the carpet and slightly bows.]"
sokka,aang,0.0,0.898,0.102,0.3612,34,"[Stands up also wearing a curtain like a robe. Mimicking a typical high class person.] Avatar Aang, how do you do? Go on."
toph,katara,0.0,0.81,0.19,0.6114,34,"Katara might be able to pull it off, but you two would be lucky to pass as busboys!"
toph,katara,0.0,1.0,0.0,0.0,34,"Don't talk to the commoners, Katara. First rule of society."
smellerbee,jet,0.0,1.0,0.0,0.0,34,"Jet, we need to talk."
smellerbee,jet,0.239,0.761,0.0,-0.296,34,"[Side-view of threesome.] Jet, you gotta stop this."
pao,due,0.0,1.0,0.0,0.0,34,[Side-view. Turning to Iroh.] I think you're due for a raise.
long feng,long feng,0.0,0.849,0.151,0.5994,34,"It's beautiful, isn't it? [Close-up shot. Turning to the girls.] By the way, I'm Long Feng. I'm a cultural minister to the king."
katara,mai,0.121,0.879,0.0,-0.5562,34,"[View of her and Toph.] I'm Kwa Mai, and this is ... Dum. [Toph frowns and pulls a string hanging from Katara's headdress, causing her pain.] Ow!"
sokka,momo,0.105,0.753,0.142,0.1779,34,"Look, I came up with a back-up plan. [He picks Momo up.] We dress Momo like a ghost, okay? [Moves Momo in a circle.] He flies by the guards, creating a distraction. Then, we blast a hole in the wall-"
aang,toph,0.0,1.0,0.0,0.0,34,Or we could go in as these guys. Toph said we might pass as busboys!
sokka,momo,0.088,0.595,0.317,0.8271,34,"Okay ... [Rolls his eyes.] But remember that Momo ghost plan. I think it's a winner. [Smiling, he and Aang sink behind the pedestal.]"
aang,katara,0.214,0.786,0.0,-0.228,34,[A little worried.] Where are Toph and Katara?
aang,toph,0.214,0.786,0.0,-0.228,34,[A little worried.] Where are Toph and Katara?
toph,aang,0.0,1.0,0.0,0.0,34,"[Back to her normal voice.] I'd know your little footsteps anywhere, Twinkle Toes."
sokka,aang,0.0,1.0,0.0,0.0,34,Aang! The Earth King!
sokka,kuei,0.0,1.0,0.0,0.0,34,Aang! The Earth King!
long feng,aang,0.0,0.705,0.295,0.9423,34,"Avatar, it is a great honor to meet you. [He bows.] I am Long Feng, Grand Secretariat of Ba Sing Se and head of the Dai Li. I'd like to talk to you. Your friends will be waiting for us in the library."
long feng,long feng,0.0,0.705,0.295,0.9423,34,"Avatar, it is a great honor to meet you. [He bows.] I am Long Feng, Grand Secretariat of Ba Sing Se and head of the Dai Li. I'd like to talk to you. Your friends will be waiting for us in the library."
long feng,kuei,0.099,0.901,0.0,-0.296,34,The Earth King has no time to get involved with political squabbles and the day to day minutia of military activities.
long feng,appa,0.169,0.818,0.013,-0.982,34,"[Side-view of room.] Until now, you've been treated as our honored guest. [Cut to side-view of Long Feng and Aang. Long Feng steps forward and bends down to look Aang in the eye. Aang stares back at Long Feng, angrily.] But from now on, you will be watched every moment by Dai Li agents. If you mention the War to anyone, you will be expelled from the city. [He turns around and walks over to the hearth with the green fire.] I understand you've been looking for your bison. [View of Long Feng turning slightly to look at Aang.] It would be quite a shame if you were not able to complete your quest. [Aang appears frightened, but his expression soon changes to that of anger. Cut to an overhead shot of the room. Long Feng sits down, as Joo Dee opens the doors and walks toward the group.] Now, Joo Dee will show you to your home."
long feng,joo dee,0.169,0.818,0.013,-0.982,34,"[Side-view of room.] Until now, you've been treated as our honored guest. [Cut to side-view of Long Feng and Aang. Long Feng steps forward and bends down to look Aang in the eye. Aang stares back at Long Feng, angrily.] But from now on, you will be watched every moment by Dai Li agents. If you mention the War to anyone, you will be expelled from the city. [He turns around and walks over to the hearth with the green fire.] I understand you've been looking for your bison. [View of Long Feng turning slightly to look at Aang.] It would be quite a shame if you were not able to complete your quest. [Aang appears frightened, but his expression soon changes to that of anger. Cut to an overhead shot of the room. Long Feng sits down, as Joo Dee opens the doors and walks toward the group.] Now, Joo Dee will show you to your home."
katara,joo dee,0.0,0.725,0.275,0.2263,34,[Surprised.] What happened to Joo Dee?
joo dee replacement,joo dee,0.0,0.821,0.179,0.5719,34,I'm Joo Dee. [Bows her head.] I'll be your host as long as you're in our wonderful city.
katara,toph,0.0,0.741,0.259,0.4199,35,Toph! Aren't you gonna get ready for the day?
toph,katara,0.0,0.839,0.161,0.3182,35,"Sure, Katara, whatever you say. As long as they don't touch my feet."
katara,toph,0.483,0.517,0.0,-0.4215,35,"[Angrily.] Let's go, Toph."
katara,toph,0.025,0.693,0.282,0.8946,35,"That's what I really admire about you, Toph. You're so strong, and confident, and self-assured. [Toph sniffs.] And I know it doesn't matter, but ... [Keeps her palm on Toph's shoulder.] You're really pretty."
toph,katara,0.07,0.497,0.434,0.9398,35,"I'd return the compliment, but I've no idea how you look like. [Katara laughs.] Thank you, Katara. [She punches Katara's shoulder, her way of showing affection.]"
kenji,aang,0.0,0.764,0.236,0.5719,35,"Excellent job, Avatar. You should think about working with animals for a living."
sokka,sokka,0.0,0.893,0.107,0.5574,35,"[Thinking for a moment.] They call me Sokka, that is in the Water Tribe. [Counting five syllables on his fingers.] I am not an oaf. [The ladies laugh at his haiku.]"
sokka,sokka,0.0,1.0,0.0,0.0,35,"[Making more arm movements.] That's right, I'm Sokka, it's pronounced with an ""okka"", young ladies, I rocked ya!"
zuko,iroh,0.105,0.895,0.0,-0.784,35,"Uncle, we have a problem. [Iroh descends from the ladder.] One of the customers is on to us. Don't look now but there is a girl over there at the corner table. [Cut to a shot of a girl sitting in the corner of the shop, drinking tea.] She knows we're Fire Nation. [Iroh looks at the girl, but is quickly pulled back by Zuko.] Didn't I say don't look?!"
iroh,zuko,0.116,0.884,0.0,-0.3961,35,"[Cut to a shot of the girl.] You're right, Zuko. I've seen that girl in here quite a lot. Seems to me she has quite a little crush on you."
zuko,lee,0.0,1.0,0.0,0.0,35,[Turning back.] My name's Lee. My uncle and I just moved here.
zuko,iroh,0.0,1.0,0.0,0.0,35,[Turning back.] My name's Lee. My uncle and I just moved here.
jin,jin,0.049,0.702,0.249,0.6908,35,"Hi Lee, my name's Jin. Thank you and ... well, I was wondering if you would like to go out sometime. [Zuko is stunned.]"
jin,lee,0.049,0.702,0.249,0.6908,35,"Hi Lee, my name's Jin. Thank you and ... well, I was wondering if you would like to go out sometime. [Zuko is stunned.]"
zuko,iroh,0.091,0.909,0.0,-0.1531,35,[He stops Jin from ruffling his hair.] It took my uncle ten minutes to do my hair.
jin,lee,0.129,0.716,0.156,0.1431,35,"[Uncomfortably.] Umm ... thanks? So, Lee, where were you and your uncle living before you came here?"
jin,iroh,0.129,0.716,0.156,0.1431,35,"[Uncomfortably.] Umm ... thanks? So, Lee, where were you and your uncle living before you came here?"
jin,lee,0.0,0.509,0.491,0.5949,35,"Lee, this is so sweet."
zuko,iroh,0.083,0.784,0.133,0.3145,35,[He takes a few steps back.] Don't thank me – it was my uncle's idea. He thinks you're our most valuable customer.
jin,iroh,0.0,0.912,0.088,0.4404,35,Your uncle is a good teacher. [She walks close to him and turns his head toward her.] I have something for you too. Now it's your turn to close your eyes.
iroh,zuko,0.0,1.0,0.0,0.0,35,"How was your night, Prince Zuko?"
toph,appa,0.344,0.656,0.0,-0.4939,36,"[Regretfully.] I'm sorry, Appa. [She sniffles and closes her eyes.]"
aang,appa,0.0,1.0,0.0,0.0,36,"Appa! Appa! [Closer shot of Aang, who blows his bison whistle.]"
aang,appa,0.141,0.859,0.0,-0.7256,36,"Appa! [The camera pans up to the empty desert. Aang's eyes start watering and he closes them.] No. [Opens his eyes with anger.] No! [Slams his glider against the ground, using airbending to send sand up into the air.]"
iio,appa,0.0,0.811,0.189,0.2732,36,Choose well. A sky bison is a companion for life.
zuko,iroh,0.0,1.0,0.0,0.0,36,[Sitting up on the deck floor.] Uncle? What are you looking at? Is there something out there?
suki,appa,0.055,0.872,0.073,0.4404,36,"Wait, let me see that. [The Kyoshi Warrior hands the clump of fur to her.] No, it couldn't be. [The camera pans up to show Appa's trail of fur on the cliff. Suki follows the trail and gasps when she reaches the top.] Appa? Oh, no. [Close-up of Appa, who backs away into the passage in fear as Suki walks up. She stops and kneels down, putting several berries and an apple on the ground.] It's gonna be okay, Appa. [Stands up and back away.] I have to leave, but I'm gonna be back soon with help."
suki,aang,0.043,0.782,0.175,0.9467,36,"Yes, so he can't be too far from here. [Walking up the hill.] It's our responsibility to get Appa back to him safely. This could be our most important mission yet. [The Kyoshi Warriors peer over the top of the hill at Appa, who growls and shakes his head at the intruders.] Give him some space! [The other Kyoshi Warriors take a step back. Suki takes a step forward.] Appa, it's me, Suki. I'm a friend. [Appa growls and Suki slowly approaches Appa.] I want to help you. You're hurt. We can help you feel better. [Appa growls in response.] And we can help you find Aang. [Appa softly growls and Suki places her hands Appa's nose and Appa lies down with Suki kneeling in front.]"
suki,appa,0.043,0.782,0.175,0.9467,36,"Yes, so he can't be too far from here. [Walking up the hill.] It's our responsibility to get Appa back to him safely. This could be our most important mission yet. [The Kyoshi Warriors peer over the top of the hill at Appa, who growls and shakes his head at the intruders.] Give him some space! [The other Kyoshi Warriors take a step back. Suki takes a step forward.] Appa, it's me, Suki. I'm a friend. [Appa growls and Suki slowly approaches Appa.] I want to help you. You're hurt. We can help you feel better. [Appa growls in response.] And we can help you find Aang. [Appa softly growls and Suki places her hands Appa's nose and Appa lies down with Suki kneeling in front.]"
suki,suki,0.043,0.782,0.175,0.9467,36,"Yes, so he can't be too far from here. [Walking up the hill.] It's our responsibility to get Appa back to him safely. This could be our most important mission yet. [The Kyoshi Warriors peer over the top of the hill at Appa, who growls and shakes his head at the intruders.] Give him some space! [The other Kyoshi Warriors take a step back. Suki takes a step forward.] Appa, it's me, Suki. I'm a friend. [Appa growls and Suki slowly approaches Appa.] I want to help you. You're hurt. We can help you feel better. [Appa growls in response.] And we can help you find Aang. [Appa softly growls and Suki places her hands Appa's nose and Appa lies down with Suki kneeling in front.]"
azula,aang,0.0,0.693,0.307,0.3939,36,Who are you? The Avatar's fan girls?
ty lee,azula,0.0,0.707,0.293,0.4404,36,"[Beat.] Oh, I get it. Good one, Azula."
suki,aang,0.0,0.75,0.25,0.4588,36,"If you're looking for the Avatar, you're out of luck."
azula,aang,0.13,0.639,0.23,0.5255,36,"No Avatar, huh. Well, that's okay. Any friend of the Avatar [Jumps off the mongoose lizard.] is an enemy of mine! [Firebends at Appa, who the Kyoshi Warriors protect by moving their shields together.]"
suki,appa,0.0,1.0,0.0,0.0,36,"[Unsheathes her sword.] Go, Appa! Fly away from here!"
suki,aang,0.0,0.798,0.202,0.4168,36,Get out of here! You have to find Aang! We'll be okay!
pathik,pathik,0.033,0.938,0.029,-0.0772,36,[Blinks in confusion.] Hello. I am Guru Pathik. [Aerial shot as Appa flies to the back of the balcony and closer shot as he growls at the guru.] I know I'm not the person you expected. And I didn't expect to be licked by a giant tongue just now. [Side shot of Appa and Pathik on the balcony.] The world is full of surprises.
pathik,aang,0.061,0.724,0.215,0.9727,36,"Oh, dear. You've been through so much recently. Hurt and betrayed. So twisted up inside. [Moves his hand.] You're still full of love. Ah. But fear has moved in where trust should be. [The camera shows a further shot of the balcony and pans up to the Air Temple; voice-over.] I've been expecting you and the young Avatar for quite a long time. I had a vision many years ago of helping him. That's why I came to the Eastern Air Temple. [Closer shot of Appa and Pathik.] Oh, your emotions are so turbulent. Like swirling storm clouds. [Puts his hand on Appa's forehead.] Let the clouds in your mind be gentle, peaceful ones. [Appa purrs and the shot fades to black.]"
pathik,aang,0.032,0.803,0.165,0.9393,36,"I have prepared a message for Aang. May I attach it to your horn? [Appa mutter in agreement and Pathik ties the scroll to Appa's horn. Cut to the leaves falling overhead and pan down to Appa and Pathik.] You and the Avatar's energies are mixed. You have an unbreakable bond. By reading your energy, I can sense where Aang is. [Appa licks him.] Funny, what invisible strings connect us all. [Places his hand on Appa's forehead. Further shot of the Air Temple as a path of light illuminates a pathway.] I'll see you again, great beast. [Closer shot of Pathik and Appa.]"
sokka,appa,0.178,0.661,0.161,0.1759,37,"Hey, I thought designing the lost Appa poster was my job. I've been working all day on my Appa! [Shows his crudely drawn picture of Appa with a proud smile. Cut to an exasperated Aang while Katara tries to hold back her laughter.]"
aang,appa,0.0,1.0,0.0,0.0,37,"Sokka, the arrow is on Appa's head."
aang,sokka,0.0,1.0,0.0,0.0,37,"Sokka, the arrow is on Appa's head."
quon,pao,0.0,0.782,0.218,0.6476,37,"So, you're the genius behind this incredible brew. The whole city is buzzing about you! I hope Pao pays you well."
quon,pao,0.113,0.887,0.0,-0.0387,37,"Sorry Pao, but that's business for you, am I right?"
pao,iroh,0.0,1.0,0.0,0.0,37,"Mushi, if you stay, I'll make you assistant manager. Wait, senior assistant manager!"
aang,appa,0.0,1.0,0.0,0.0,37,I just finished dropping all the leaflets. Has anyone come in with news about Appa?
aang,joo dee,0.0,0.718,0.282,0.7707,37,"Wow, you're right! Patience really pays off! [Opens the door, revealing the ""original"" Joo Dee has returned.] Joo Dee?"
joo dee,aang,0.0,1.0,0.0,0.0,37,"Hello, Aang, and Katara, and Sokka, and Toph."
joo dee,katara,0.0,1.0,0.0,0.0,37,"Hello, Aang, and Katara, and Sokka, and Toph."
joo dee,sokka,0.0,1.0,0.0,0.0,37,"Hello, Aang, and Katara, and Sokka, and Toph."
joo dee,toph,0.0,1.0,0.0,0.0,37,"Hello, Aang, and Katara, and Sokka, and Toph."
toph,kuei,0.197,0.504,0.298,0.296,37,But you disappeared at the Earth King's party.
katara,joo dee,0.0,1.0,0.0,0.0,37,But then they replaced you with some other woman who also said her name was Joo Dee.
joo dee,joo dee,0.0,0.612,0.388,0.2263,37,[Surprised.] I'm Joo Dee.
aang,appa,0.192,0.808,0.0,-0.9248,37,"[Angrily yelling; during this brief argument, Aang is shown as a chibi and his head turns scarlet red.] We don't care about the rules and we're not asking permission! [Camera cuts to Joo Dee's horrified face. She slowly backs out of the house as Aang continues to yell at her.] We're finding Appa on our own and you should just stay out of our way! [Slams the door as she exits.]"
aang,appa,0.132,0.703,0.165,0.167,37,"[Calming down.] I don't care! From now on, we do whatever it takes to find Appa!"
long feng,aang,0.106,0.717,0.178,0.3197,37,"I'm very disappointed in your work with the Avatar and his friends, Joo Dee. I had hoped that you would be able to control this situation."
long feng,joo dee,0.106,0.717,0.178,0.3197,37,"I'm very disappointed in your work with the Avatar and his friends, Joo Dee. I had hoped that you would be able to control this situation."
long feng,kuei,0.0,1.0,0.0,0.0,37,"Joo Dee, the Earth King has invited you to Lake Laogai."
long feng,joo dee,0.0,1.0,0.0,0.0,37,"Joo Dee, the Earth King has invited you to Lake Laogai."
